,11DC_corr,11DC_pval,11DC_qval,11DC_ci_low,11DC_ci_high,19Lymph_corr,19Lymph_pval,19Lymph_qval,19Lymph_ci_low,19Lymph_ci_high,7MEP_corr,7MEP_pval,7MEP_qval,7MEP_ci_low,7MEP_ci_high,15Mo_corr,15Mo_pval,15Mo_qval,15Mo_ci_low,15Mo_ci_high,3Ery_corr,3Ery_pval,3Ery_qval,3Ery_ci_low,3Ery_ci_high,gene
Esco2,-0.02608301977754613,0.17307730330538418,0.21240745864398322,-0.06353556635239103,0.011442893000676274,-0.056757535676722974,0.0030061704337929823,0.005143427945969054,-0.09407194959355512,-0.01928387979862896,-0.1685174050959309,6.40097935657594e-19,1.6302420486748022e-18,-0.20473779275066373,-0.1318361417635313,-0.07972366641655743,3.0183347319698364e-05,4.677266798396006e-05,-0.11688879011330812,-0.04233556814587321,0.17390965397469194,4.5183962210269355e-20,8.905188668625902e-20,0.13729064572003657,0.21005394202223052,Esco2
Rpn2,-0.02627004073274943,0.1700151150659588,0.20894663892187457,-0.06372195784838187,0.01125576791501899,-0.16318185431582932,8.087902079221684e-18,6.96043642777906e-17,-0.19947543730086104,-0.12644117596593782,-0.34319179931480315,7.249097787959268e-78,1.2571174103641927e-76,-0.3758673201574562,-0.30966392680599075,0.18679984134263972,5.57660966294494e-23,2.3555544610554455e-22,0.15033866009253347,0.2227535576026544,0.09351415861406252,9.6973062852968e-07,1.394391832939969e-06,0.05619658913620046,0.13057081163544082,Rpn2
Aprt,-0.026335100271432384,0.1689594315901829,0.2077972196784466,-0.06378679780263274,0.011190671535962057,-0.18555158950985226,1.0908599860846496e-22,1.6806061660616633e-21,-0.22152429363400258,-0.14907456899821683,-0.3306358752730224,5.745602062835247e-72,8.261696966185184e-71,-0.3636401044715615,-0.2968026131521542,0.15673169090371633,1.5490750881394148e-16,4.833506445903364e-16,0.11992208623336997,0.19311096364804162,0.11511626184882619,1.5582608374246027e-09,2.453265579357803e-09,0.07793812590269265,0.15197466700435,Aprt
G6pc3,-0.026409447095451125,0.16775907403993273,0.20664368410813655,-0.06386089330929716,0.011116282223161184,-0.1136493540811377,2.513151592782043e-09,8.307362209473975e-09,-0.15052231463612736,-0.07646062981206139,-0.17064070816236945,2.27764943376642e-19,5.878959009669347e-19,-0.20683138519446792,-0.1339836938884064,0.2089653560832333,1.6505952754586278e-28,8.476494487511496e-28,0.17280530864679144,0.2445628761447679,-0.030081105088163543,0.11610601725989925,0.1265577591800102,-0.06751962620356546,0.007442009041664847,G6pc3
AI848100,-0.02649889523605613,0.16632339540136654,0.2052134563926049,-0.0639500385377697,0.01102678241296323,-0.022064448455792262,0.24915359405704252,0.31630683759924616,-0.05952988903604099,0.015463066907514304,-0.05977655616134076,0.0017762454967301974,0.0026139971041432455,-0.09707358453797643,-0.022311874610995108,0.08098830877284559,2.2496978558067306e-05,3.5289578638131944e-05,0.04360607915014397,0.11814407308219234,-0.01632016901102091,0.3940331286020796,0.41201136905141134,-0.05380194489917739,0.0212075311666654,AI848100
Atp2b4,-0.026507062528270807,0.16619276845208275,0.20512562372250986,-0.06395817814203628,0.011018610372967853,-0.04812569518697796,0.011899871919849484,0.019044903803634803,-0.08548607270990431,-0.01063017118875472,-0.10159423623952096,1.0168464726383433e-07,1.821645081667833e-07,-0.13858078216745387,-0.06432467959363089,-0.020890599544484606,0.275237607434788,0.3028842421101573,-0.05835957879702668,0.016637155016411952,0.09052714026391254,2.1333133671564596e-06,3.0227818672876533e-06,0.05319307331678789,0.12760848503487784,Atp2b4
Hspa4,-0.026523547372826133,0.16592934617741595,0.20489950353010347,-0.06397460708611966,0.011002115930232908,-0.2155416105880428,2.7933164540093365e-30,9.358966099792447e-29,-0.2510265304482115,-0.17947815180495413,-0.4060869603430501,3.9006312028870476e-112,2.926321365470261e-110,-0.4369451503233694,-0.3742740235668867,0.03962295220144702,0.03843159904121169,0.0466833679307362,0.0021113747004134244,0.07702317751789228,0.25297095428129895,1.492168765993366e-41,5.083390337061309e-41,0.21752053727625828,0.2877548383930833,Hspa4
Rsu1,-0.02660902988880557,0.16456839556676262,0.20341172389000636,-0.06405979940343913,0.010916583315175058,-0.08004373874679532,2.8030945491241887e-05,6.0648772971959713e-05,-0.11720650487082038,-0.042657114361971435,-0.052178401875003985,0.006386099470945284,0.008991607211029038,-0.08951789031207942,-0.014692445778565558,0.015343342077663505,0.4229564128990352,0.45175567344926354,-0.022184143080791037,0.052827650363826105,0.0439588573363697,0.021616372973963436,0.02477519200702352,0.006454786009234697,0.08133943608407859,Rsu1
ENSMUSG00000073777,-0.026912231956871153,0.15980887800007182,0.19781220874399133,-0.06436196775019454,0.010613199120096579,-0.14336118439290665,4.759577327347182e-14,2.657815753507302e-13,-0.17990832563293976,-0.1064188051864833,-0.3403513857012937,1.6615569478149452e-76,2.7304919175758933e-75,-0.3731022627208687,-0.306753353497404,0.12014423989330028,2.891883379222589e-10,6.264839636972476e-10,0.08300363603430812,0.15695154742454492,0.1378464825053905,4.338489423033923e-13,7.497309463640495e-13,0.10085330640721415,0.17445902344689249,ENSMUSG00000073777
Mfap1b,-0.02715636120965321,0.1560528441714005,0.19330163863442323,-0.06460525969091388,0.010368918203254453,0.03844849797433242,0.044558648202850944,0.06608160504857696,0.000935130851700274,0.07585380356618948,-0.03168742528099283,0.09786502893989973,0.1204895522196197,-0.06911997521362215,0.005834226065520644,-0.026675391321084277,0.1635176730518948,0.1858081954896572,-0.06412593517353755,0.01085018261156703,0.03520172064624534,0.0659125607770459,0.07316315446818443,-0.002316053834894717,0.07262053517553124,Mfap1b
Ddx17,-0.027219537877142524,0.1550918319288946,0.19224924999519227,-0.06466821895060926,0.010305701558051621,-0.048133776945704615,0.011885601044684644,0.019033507751836057,-0.0854941140301333,-0.01063827079605172,-0.07584162499971396,7.244139883734806e-05,0.00011573854971652228,-0.11303473710428805,-0.0384362670425155,-0.0287835604183065,0.1327069189196411,0.15240318708541808,-0.06622676422941373,0.008740593677601648,0.08263086164558366,1.526000304459849e-05,2.0881154047148846e-05,0.04525643491910016,0.1197742924549262,Ddx17
Vegfa,-0.02727597764290704,0.15423710186289058,0.19125844000317477,-0.06472446423992188,0.010249225823947309,-0.04564963768198863,0.017055303547531445,0.026692903647406358,-0.08302217539194642,-0.008148876963394006,-0.07047699830646931,0.00022738726417913832,0.00035268020165492417,-0.10770694520833533,-0.03304966318218819,0.19281760149304614,2.0509914938361375e-24,9.074322622087833e-24,0.1564344537901648,0.22867817441986457,-0.0893767298942925,2.8715233703993576e-06,4.044745776019667e-06,-0.12646740787152488,-0.052036489316972565,Vegfa
Ash1l,-0.027328767847225276,0.153440883024597,0.19033949939535738,-0.06477707232785435,0.01019640176042796,-0.0622592829627401,0.0011321958593347224,0.0020244600572871126,-0.09954150584906114,-0.024802496708303614,-0.04171298014532501,0.029291196388859107,0.03846420043301095,-0.07910391028461823,-0.0042048441573733514,-0.04572627055942737,0.016870242806952214,0.021141802753501714,-0.08309843876939013,-0.008225664990518255,0.08040325661665673,2.5787324615276956e-05,3.503624301075621e-05,0.04301829699442515,0.11756336555107486,Ash1l
Rod1,-0.02736032271604955,0.1529664440666367,0.18992535963788837,-0.0648085182388516,0.010164826552559377,-0.0350135499279067,0.06737274954742337,0.09687639945339918,-0.07243312326789422,0.0025044556740336493,-0.10011681883106716,1.5565400921506966e-07,2.770304207329579e-07,-0.13711654504509943,-0.06283811367201128,0.013793006544220016,0.47132433708971777,0.49909183408917335,-0.023733990329742737,0.05128118751036446,0.06029847189608156,0.001617944700725271,0.001989143983684685,0.022835411483855844,0.09759242595765358,Rod1
Med30,-0.027442883878415425,0.1517303832591204,0.18855655478113953,-0.06489079396862944,0.01008221182043194,-0.0715027487367302,0.0001837966857954726,0.00036100305217995213,-0.10872581796637623,-0.03407944768723572,-0.21134186019814732,3.841321503718435e-29,1.3624255405274738e-28,-0.2468990543064752,-0.17521633467564401,-0.11332906516071405,2.7873602113162703e-09,5.618679958675496e-09,-0.15020518261301466,-0.07613805072782376,0.22693277634169226,1.7065844439269395e-33,4.590353013243857e-33,0.1910444829590845,0.2622151709792052,Med30
Tkt,-0.02746600537665034,0.1513855868404142,0.18819584300658118,-0.06491383543936424,0.010059075228003662,-0.25546734926643927,2.2276744297727198e-42,1.8750498675965014e-40,-0.29020084271234714,-0.22006165694122778,-0.3585159876166217,1.8002057925994773e-85,4.197642020446484e-84,-0.3907749271575512,-0.3253774768648052,0.20232801365374886,8.79426573705787e-27,4.274508599800945e-26,0.166073844353267,0.23803597041489527,0.11349134552971274,2.644975102437145e-09,4.128362315020618e-09,0.07630149047816981,0.15036586442939717,Tkt
Ocrl,-0.027530731526973353,0.15042353819603255,0.1870672541673904,-0.06497833734894559,0.009994306609437816,-0.01646448341697369,0.38986384188677226,0.4655432935471457,-0.053945879123557125,0.021063242455035342,0.021143765445857447,0.2694601999245333,0.30935034928129224,-0.016383946279768934,0.05861199021806669,-0.005439108871285563,0.7763821829742616,0.7955202619518843,-0.04294506201721082,0.03208215332465917,0.003990314140504367,0.8349337968579393,0.8452204555461275,-0.03352942100384694,0.04149881789500736,Ocrl
Arglu1,-0.027625489888644793,0.14902352023464852,0.18539299507201587,-0.0650727668602822,0.00989948550683151,-0.11273538524215539,3.37463038371759e-09,1.0976295432808109e-08,-0.14961733417400783,-0.07554014640442827,-0.24501739834699782,5.524918557095263e-39,2.619023892930735e-38,-0.27995880071385354,-0.209427691081912,0.05537460517626779,0.003795682699088662,0.0049976730234853,0.017897067934690855,0.09269675634388416,0.12746349747585098,2.1918804355517608e-11,3.615764523465166e-11,0.0903809613204719,0.16419308201375443,Arglu1
Fis1,-0.027688110935772742,0.14810378755973086,0.18431524373192615,-0.0651351702186705,0.009836822627020578,-0.1097863109605864,8.596823893893027e-09,2.6631633086018706e-08,-0.14669684095928634,-0.0725704839797726,-0.24413284244761593,1.0522020764860477e-38,4.926932653939417e-38,-0.2790914783651612,-0.20852794517295728,0.08433775965237862,1.0116769372820372e-05,1.629923954509949e-05,0.046971657672561465,0.12146816161471269,0.10424008276399406,4.6727306794982273e-08,7.030168375799814e-08,0.06698732323551138,0.14120262061907576,Fis1
9530068E07Rik,-0.02772237204486308,0.14760242251830175,0.1837575613674817,-0.06516931210234814,0.009802538505776566,-0.11823406552662886,5.52989127891635e-10,1.9374268836081545e-09,-0.15506100568139936,-0.08107897679672824,-0.19430516361734052,8.908303519033497e-25,2.7278221334680212e-24,-0.23014230257723617,-0.15794173282639035,0.1380657180732415,3.980291852639424e-13,1.0374612676328288e-12,0.10107451720964959,0.17467570188090412,0.03825895370118464,0.04562085658481068,0.051132697653193136,0.0007453074806105457,0.07566506955163231,9530068E07Rik
Hyi,-0.027757671984513926,0.14708721245928552,0.18318223392168687,-0.06520448910985299,0.009767214763945514,-0.024969733198197303,0.19216278092258854,0.25141110983480786,-0.062425972704822925,0.012556745053195182,0.04289483026343354,0.025001936758512307,0.03307078718038558,0.005388785888780484,0.08028036006260714,-0.05876663491037502,0.002123634249892534,0.0028616406858177016,-0.09606955460312479,-0.021298874758803044,0.034819929162577305,0.06890289188703679,0.07638415673053774,-0.002698311473957722,0.07224028053253155,Hyi
Zfhx2,-0.02778837377878677,0.14664023155764616,0.18269149426189057,-0.06523508390935982,0.00973649219179836,0.0499998893328471,0.008969679534447333,0.014525745693748357,0.01250863623681798,0.0873507586913796,0.005531575508934181,0.7726842203808837,0.8002800853944867,-0.03198977880635469,0.04303736053109607,-0.018582983177632934,0.33178345080585114,0.3603980764025786,-0.056058618674569266,0.018944939950289737,0.005967788765022144,0.7553097836411807,0.7682210619940215,-0.03155399148030427,0.04347277202601382,Zfhx2
Pcgf2,-0.02791324656577274,0.14483292892954205,0.18057024484676648,-0.06535952079319765,0.009611534165327104,0.031609026828532116,0.09869873983445807,0.1382343145976927,-0.005912700414134327,0.06904187266391104,0.033542191076244454,0.07973021909453201,0.09933176393329603,-0.003977529892981133,0.07096760664880392,-0.04016646302417775,0.035847823831285444,0.04366778681318958,-0.07756430247948065,-0.0026557488545291396,0.011686057840552115,0.5416751949117931,0.5586733704843388,-0.025839986328100226,0.049179213656420986,Pcgf2
Gimap6,-0.027918054663337803,0.1447636830980058,0.18054913999682617,-0.06536431208347757,0.009606722762272164,0.28539715718900077,4.873559551598003e-53,6.006662147344539e-51,0.2505651402960068,0.31949121067984954,0.08962525865051815,2.6937897119624916e-06,4.563705594493156e-06,0.05228634331027836,0.1267139286422475,-0.09124303061797963,1.769921385549912e-06,2.978058850089101e-06,-0.12831851787003729,-0.053912856031379096,-0.043638852742268204,0.022589958806773985,0.025839558449511774,-0.08102092938731148,-0.006134179060824983,Gimap6
Cd160,-0.027988407633539193,0.14375336204420605,0.17935388735161065,-0.06543441892891376,0.009536321226817822,0.38350953813534594,7.016693133926563e-99,1.3452560002878093e-96,0.3510454006203232,0.4150527853163304,-0.03562159246034293,0.06274821945197352,0.07910121209574107,-0.07303870430298588,0.0018956567108845354,-0.027972767788927634,0.14397749347216268,0.16452527482530907,-0.06541883383112028,0.009551971899904399,-0.047743776591511064,0.012591818112652337,0.01464589292442306,-0.08510605956127767,-0.01024741473592219,Cd160
Anapc2,-0.028481983805361693,0.13681654413896666,0.17119430522972223,-0.06592625796600257,0.00904239387486568,-0.0738911595804848,0.00011077433668887808,0.00022290509382700774,-0.11109791145949989,-0.03647755964881087,-0.18397323456154985,2.5306036462437227e-22,7.170043664357214e-22,-0.21996978424284463,-0.14747635672804096,-0.09894936794226844,2.169817626559683e-07,3.869788438892747e-07,-0.13595939480135716,-0.06166355064278728,0.20190227999607707,1.1294202463387046e-26,2.5441444321898626e-26,0.1656421887925882,0.2376172103131355,Anapc2
B230219D22Rik,-0.02849570058018306,0.13662751828123182,0.17108184527885742,-0.0659399262049717,0.00902866707903148,-0.07887141436432768,3.6706052406220894e-05,7.819295484806685e-05,-0.11604277844081563,-0.04147942936456393,-0.12244104111072696,1.308350059276964e-10,2.5683254007763387e-10,-0.15922438517458493,-0.08531822084119098,0.08630819344848188,6.233383915947836e-06,1.0142106503505885e-05,0.04895197555342435,0.12342328609668357,0.028653607693577034,0.13446593621889136,0.14583342108466188,-0.008870643585518697,0.066097273563057,B230219D22Rik
Gnl3l,-0.028574146380017436,0.13555035217500416,0.16997974758573378,-0.06601809415983413,0.008950163697630728,-0.07251820024778684,0.00014847308593321455,0.0002939647845986939,-0.10973438383223408,-0.03509897104652759,-0.12948169497948092,1.0476815607085359e-11,2.130553368300034e-11,-0.16618915226396883,-0.0924158863422555,-0.03432268218665123,0.07296359971134145,0.08617295776996554,-0.07174501883428151,0.0031961491339632863,0.12264348448693527,1.2191343524355387e-10,1.9789429210983273e-10,0.0855222509048093,0.1594246976794504,Gnl3l
H1fx,-0.02857429132698968,0.135548367943189,0.16997974758573378,-0.0660182385929974,0.008950018643834943,-0.013220206155742436,0.4899373628758994,0.564835660930085,-0.050709772469397604,0.02430656468125574,0.07707800126996835,5.505390299460564e-05,8.865656520503222e-05,0.039678016668121235,0.11426232093147834,0.010537870313994516,0.5821032122139218,0.6074503130783926,-0.026987514471729833,0.04803359736281958,-0.03928875793253125,0.04009755608532686,0.045117921764089665,-0.07669043932920418,-0.0017766606234793497,H1fx
Chd1,-0.028619966075598618,0.13492422556342376,0.16931763724340923,-0.06606375135530759,0.008904310155032678,-0.09464304557134813,7.153063372746614e-07,1.8150898308344532e-06,-0.13169019455849587,-0.057331886894533335,-0.22936137278472385,3.3324299337106553e-34,1.3789227459514953e-33,-0.26459936289007446,-0.19351171421366198,-0.02799482636779012,0.14366145389221308,0.1642729215977559,-0.06544081518928592,0.009529898043141508,0.17801712502348946,5.6523215386912304e-21,1.1347388964527886e-20,0.14144702938672074,0.21410201166189297,Chd1
Kif15,-0.028694289808644764,0.13391334393446547,0.16823259916921746,-0.06613781116488947,0.008829931183435703,-0.12490273113020327,5.4994617818480526e-11,2.1665117133741587e-10,-0.1616599585425509,-0.08779941607728282,-0.2552494777829123,2.632186116372747e-42,1.4039682051935626e-41,-0.2899873871204155,-0.21983986299596842,-0.057687645578732495,0.0025627114695517235,0.003421244596295164,-0.09499677561207219,-0.02021668127829315,0.22234027991620348,3.550212236141597e-32,9.267611518097317e-32,0.18638016699503138,0.257705466202659,Kif15
Zfp644,-0.02870748985229396,0.133734423102125,0.16806900732899976,-0.06615096429206246,0.008816721285889005,-0.05210111930774472,0.006464859143968595,0.0106798606538227,-0.08944101753045519,-0.014614969181919112,-0.039790083800321584,0.0376207429849724,0.04867985903304828,-0.07718957780159144,-0.0022787694097589593,-0.07545531559821364,7.886209489504343e-05,0.0001177642100747706,-0.11265115164419598,-0.03804830240601153,0.09977710480132837,1.7151703630973436e-07,2.521965455069848e-07,0.0624963194427408,0.13677983879480887,Zfp644
BC031353,-0.028757972652897423,0.13305185528466393,0.16727211387518223,-0.06620126754327903,0.008766200678800606,-0.002756157265280602,0.885556704133396,0.9084590326885701,-0.04026670977101872,0.03476215295902869,0.04605668933482597,0.016092334896479477,0.021752701812671634,0.008556757791032737,0.08342725935516723,-0.03549482122815114,0.06369011663862455,0.07566078916347446,-0.07291244854670195,0.0020225879465954424,0.010107961571168726,0.5975946623937719,0.6137795178336032,-0.027417150879471944,0.047604625966056954,BC031353
Cox8a,-0.028868749476633742,0.13156351142106468,0.16552157415752614,-0.06631164970615805,0.008655340223100818,-0.12663750427472945,2.955063681083472e-11,1.1871856534830107e-10,-0.16337605813980663,-0.08954821128964788,-0.3771159646665665,2.5061927011657798e-95,9.104074749182217e-94,-0.4088465654066172,-0.3444746690702839,0.07613760680321036,6.785976003187686e-05,0.0001021299746489346,0.0387335246810166,0.11332862438243604,0.18774921183116763,3.336844931744443e-23,6.945387128739489e-23,0.1513001571152775,0.22368841014067187,Cox8a
Alas2,-0.02888889125220356,0.1312942871216009,0.16525736908884978,-0.06633171962483807,0.008635183142209757,-0.026625576850001713,0.1643059277605473,0.2196048631687253,-0.06407629012744802,0.010900026592799757,-0.054427138091994516,0.004440668547825165,0.006327743468008468,-0.09175450796955428,-0.01694702490221885,-0.052184036948871325,0.006380390582692421,0.00825908773476052,-0.08952349548894348,-0.014698095017731633,0.08376912926887965,1.16115345666895e-05,1.595340097696879e-05,0.04640022953348245,0.120903895639124,Alas2
Il2rb,-0.029003694886006192,0.12976791058231332,0.16356064989757607,-0.0664461131118928,0.008520291689224036,0.4549565882273,5.925884804432033e-145,1.8591116781904497e-142,0.4246903025528859,0.4842070675177699,-0.03949325174406096,0.03907104025362111,0.05048077870282533,-0.07689404315296808,-0.0019814715080349004,-0.04139865575211099,0.03053329739221837,0.0373653933689878,-0.07879100462901356,-0.0038899811807986905,-0.053019671420358315,0.005582912776964119,0.0066368005488471144,-0.09035467030349574,-0.015535856576517515,Il2rb
Ncapg2,-0.029022795234032853,0.12951530220758584,0.16330190278347778,-0.06646514512663357,0.008501176634236125,-0.11836066591515451,5.29902264112056e-10,1.8603181215164855e-09,-0.15518631322772314,-0.08120652862407036,-0.23297275589817448,2.831741323802056e-35,1.2094479342129821e-34,-0.268143918988949,-0.1971813868934689,-0.0880037694095829,4.074678083109901e-06,6.696054316577271e-06,-0.12510545763736766,-0.0506562919955704,0.23165192116512157,7.012338679047133e-35,1.9658473421114263e-34,0.19583911687246053,0.26684763614487617,Ncapg2
Slc25a23,-0.029055804701353518,0.1290796408882076,0.16287160537667436,-0.06649803643526116,0.008468141685505848,0.024708288437217556,0.19686100205002388,0.2570440098655438,-0.012818309107403487,0.06216538176750692,-0.008254140879724812,0.6664344256585617,0.7001111728912317,-0.045754688801106044,0.029269638455917044,-0.06116098813471593,0.0013845143467373475,0.001890015431404504,-0.09844981716292939,-0.02370065184867034,0.0525400214911395,0.006028912852177842,0.007152209780978251,0.015054979275477198,0.08987758655347855,Slc25a23
Snrpf,-0.02909298138980182,0.1285903432858036,0.16237295085228987,-0.0665350799508536,0.008430936200723656,-0.16781542296585758,8.980646775769522e-19,8.705677534601298e-18,-0.20404556030333967,-0.13112621841701214,-0.3316674687314269,1.930513895954123e-72,2.8110563101002863e-71,-0.36464512026195517,-0.2978588347962333,0.04373068675124134,0.022306739555755663,0.02766099827772648,0.0062261851428752285,0.08111233431508018,0.19788222233338393,1.1655117198218044e-25,2.550526915095147e-25,0.1615668975065886,0.2336623469258959,Snrpf
Vopp1,-0.029237998666499367,0.1266954687187454,0.16003882230907407,-0.06667957676587215,0.008285805603443644,0.044445655185849135,0.02020534538149473,0.031212465045451353,0.006942514959283757,0.08182394065950306,-0.03901121879237691,0.041527237954512734,0.05347406648545651,-0.07641410309136461,-0.0014986961855792743,-0.03843395071374936,0.04463942582371386,0.05386386661455823,-0.0758393185867887,-0.0009205620749555632,0.047199551992198455,0.01363928216524152,0.01584286864767704,0.009702015194118214,0.08456453139587188,Vopp1
Cables1,-0.029399398900243116,0.12461214312877153,0.15746485021508258,-0.06684039589347875,0.008124277388191216,-0.003926842273798642,0.8375225525236593,0.8697834272522263,-0.04143545417672885,0.03359282237260715,-0.02477992939818736,0.19556531697713897,0.23065478772662562,-0.06223678927212559,0.012746635968586098,0.06651749574629605,0.0005038035589370058,0.0007099330673301784,0.029075333956441077,0.10377325746144135,-0.028230684941948546,0.1403153945726159,0.15193863403517335,-0.0656758458191772,0.009293873825862857,Cables1
Rbm8a,-0.029428655178062972,0.12423738283726579,0.1570487942019796,-0.0668695466285926,0.00809499770210137,-0.16673197345526666,1.5101357933333182e-18,1.4317248963717805e-17,-0.20297708747935744,-0.13003058616883134,-0.3125696259108281,5.543450602087164e-64,6.073158104064382e-63,-0.3460268446604396,-0.27831846131719185,-0.009585407124623007,0.6166724690390091,0.6419718523841992,-0.04708319224026984,0.027939355636010244,0.22778517690343036,9.641056049020614e-34,2.6239183300607365e-33,0.19191039210835203,0.26305203528490734,Rbm8a
Smc1a,-0.029563360783886616,0.12252318759509004,0.15505226270284406,-0.0670037654561267,0.007960183486683831,-0.15226172623918274,1.1146490827421835e-15,7.454755783998595e-15,-0.18869858540469953,-0.11540621700434084,-0.29628177974138353,2.839199471868577e-57,2.468029566100367e-56,-0.33012715650124014,-0.26167556859220115,-0.004682421180696941,0.8068273157090233,0.8230449501956368,-0.04218972608690722,0.032838063084489055,0.21156426814921733,3.348263919756895e-29,8.046559043928305e-29,0.17544199557609888,0.24711766715706684,Smc1a
Chd6,-0.029746888163382675,0.12021749826174627,0.1522460867894629,-0.06718662745208075,0.007776505938636072,-0.0208342273214534,0.276535473730784,0.34564430273268226,-0.0583033739213041,0.016693536122303784,0.005441124525599869,0.7763015177628405,0.8030625113308041,-0.03208013968526281,0.04294707401346812,-0.04969018579003161,0.009404345672081147,0.012069318302101912,-0.08704264438809226,-0.012198208691070236,0.047901999376964814,0.012300950093429281,0.014317227241964402,0.010405983299229265,0.08526349426927561,Chd6
Cd2,-0.029958371854439884,0.11760284082180154,0.14915376834841498,-0.06739734128417074,0.007564846064177961,0.6027410134325012,1.9913174954957092e-290,2.290678892318564e-287,0.5783026798539433,0.6260986019709046,-0.05159948877909605,0.006997652948973685,0.009832614139620598,-0.08894203604848687,-0.014112090177995718,-0.059953544987976705,0.001721035497915744,0.002341069571662291,-0.09724953309356402,-0.022489410885436188,-0.0690008841828588,0.00030736964699389866,0.0003931551711549089,-0.10624059119333112,-0.03156788324101429,Cd2
Vamp8,-0.029963939156098077,0.11753461734537496,0.14912204575694446,-0.06740288827419871,0.007559274079075994,-0.13226577954185947,3.712488846476667e-12,1.6660336812992168e-11,-0.16894221886564167,-0.09522355460863198,-0.15767396135822617,1.0141860765455419e-16,2.427154056975496e-16,-0.1940409071185442,-0.12087422782159166,0.04670207581506184,0.014663298765230776,0.018454793595481914,0.009203484518125034,0.08406950072053247,0.0917811926023695,1.5366976478933598e-06,2.1868633331463856e-06,0.05445396959475448,0.12885225151013183,Vamp8
N4bp2,-0.02998012586624786,0.11733643658353832,0.1489253558844394,-0.06741901591593723,0.007543073738762118,-0.037716928574077054,0.048776672280220104,0.07193516924745282,-0.07512534666731885,-0.000202499157347459,-0.08785481481418618,4.231052503158739e-06,7.1018298581716e-06,-0.12495768915246168,-0.05050656084216866,0.044089008197110716,0.021230965211308482,0.02637439198856212,0.006585184062572146,0.08146897554258915,0.03193003478514376,0.09532062831389898,0.10469493580880503,-0.005591378767440686,0.06936166611886102,N4bp2
Ier5,-0.02998952563968535,0.11722147152803337,0.14883417889744047,-0.06742838137881826,0.007533666041120989,0.04201240417259323,0.02814863037744968,0.04264307437777825,0.0045047881536017746,0.07940197597651162,-0.061198727047421166,0.0013750473419959922,0.0020418624686868196,-0.09848733056860982,-0.023738511235500796,-0.1152652401946021,1.4839242960166368e-09,3.0573270122706947e-09,-0.15212215820887803,-0.07808818872840577,0.11855400294797981,4.964481588988562e-10,7.950081653642471e-10,0.08140132098942866,0.15537767361760985,Ier5
Spc24,-0.029998580342502173,0.11711081047715578,0.1487484015298729,-0.06743740302439839,0.00752460369872115,-0.18695082974712535,5.140201826739483e-23,8.174579034137307e-22,-0.22290224148640453,-0.15049157249531056,-0.3874262876753712,4.233580505967015e-101,2.05775863747777e-99,-0.4188533112110013,-0.3550722583825739,-0.005192272261799337,0.7862783943510797,0.804222507085233,-0.042698671072885,0.032328740885193136,0.27060334521097856,1.361026917077961e-47,5.827424182178714e-47,0.23547912091024203,0.30502160153491914,Spc24
Hspa2,-0.030250851732710422,0.11406053250363579,0.14503422906044477,-0.06768875095174769,0.007272116985451932,-0.034442132353249416,0.07197068956334766,0.1030156987486988,-0.07186399377552032,0.0030765587686199954,-0.04453858927974771,0.019945293452603024,0.026658097484482196,-0.08191643493843173,-0.007035628837097522,0.09200928647867772,1.4470245734860012e-06,2.449083768072678e-06,0.05468332108001831,0.1290784620023116,-0.02894314035798896,0.13057129129095124,0.14178776785559244,-0.0663857750432691,0.008580892661968374,Hspa2
Gm2058,-0.030423495265894312,0.11200932789531699,0.1424785073965127,-0.06786075976840532,0.007099323337028113,0.05412685418029125,0.004664898273441548,0.007833851066494785,0.01664593870952726,0.0914558640907979,-0.031024809674888753,0.10509123205454896,0.12892635685042603,-0.06845984609618956,0.006497468584682809,-0.025914660379399095,0.1758690085704352,0.199122030372891,-0.06336777136913704,0.011611343890801585,0.03120630752555291,0.10307105073296091,0.11292006224744384,-0.006315802298293032,0.06864066612944719,Gm2058
Pbx1,-0.030496639118402658,0.11114911076094243,0.14159305324326776,-0.06793363403949902,0.007026115209431928,0.03802804473606024,0.046943603983822794,0.06940975893237895,0.0005140621620882767,0.07543514404830032,0.1716203649750144,1.4074613146672053e-19,3.660247925332725e-19,0.13497465490271804,0.20779722229511496,-0.039566768564674316,0.03870749256446029,0.047001955256844634,-0.07696723925506752,-0.0020551030874829063,-0.06522470113020709,0.0006474382553928537,0.0008154413939272767,-0.1024886390411782,-0.02777795468152301,Pbx1
Tcp11l2,-0.030615169660949033,0.10976619183458111,0.1399863739915519,-0.06805172687374546,0.0069074796542520555,-0.00859378903244687,0.6535870467768996,0.7104028026541986,-0.04609364467936235,0.02893025383577644,0.09249728090586341,1.2717527539195437e-06,2.1845787724123173e-06,0.05517401932066774,0.12956241407551142,-0.015583041012877222,0.4157463782513605,0.44460512901935084,-0.05306673449326912,0.021944503538975636,-0.028481587250472364,0.1368220119141668,0.1482489052168884,-0.06592586281408608,0.009042790719254292,Tcp11l2
