,umap_1,umap_2,paul15_clusters,priming
W37133,-6.260787,11.372608,16Neu,0.4807224581793965
W37134,3.224035,4.877981,6Ery,0.23071547497122238
W37135,8.861039,6.6818924,1Ery,0.6078993174747218
W37137,-7.068628,8.60727,14Mo,0.2918279324075561
W37138,-7.1801724,10.439357,16Neu,0.5185339118539964
W37139,8.105336,5.073356,2Ery,0.6099052312798527
W37140,2.1993327,5.5714364,10GMP,0.11585491703318719
W37141,5.0657573,5.6146255,5Ery,0.5202577155529677
W37142,-7.3416696,7.8674207,14Mo,0.3608316661741278
W37143,6.6863728,7.239126,2Ery,0.5830820675773577
W37144,4.519587,4.4060755,6Ery,0.33780719316169133
W37145,7.057668,4.4713526,5Ery,0.6024479899247572
W37146,8.39126,7.338256,1Ery,0.6046240867420487
W37147,-0.07583079,4.6020293,5Ery,0.5629825833747546
W37148,-6.3812027,10.1722,15Mo,0.43764955569740327
W37149,-2.4525113,3.7886083,19Lymph,0.48575712732921555
W37150,-3.0135767,5.87759,10GMP,0.23186003968236654
W37151,8.165812,5.6942406,2Ery,0.606568473422113
W37152,5.927761,4.756621,5Ery,0.5814825033641094
W37153,-0.3644701,4.762347,7MEP,0.6018498191215808
W37154,5.5727205,3.4710944,6Ery,0.5666355199179359
W37155,-5.21383,2.771748,11DC,0.48575712732921555
W37156,7.3735743,4.80473,4Ery,0.6050664833352194
W37157,-7.9878745,8.431415,15Mo,0.41246072906321607
W37158,8.57571,5.2760506,3Ery,0.6117734098087193
W37159,9.139049,5.6099935,2Ery,0.6130085207859647
W37161,0.45193082,5.2715073,7MEP,0.4657095690270756
W37162,9.604436,5.130467,1Ery,0.6158298180527072
W37163,-0.33732307,4.3780813,7MEP,0.48575712732921555
W37164,4.2430634,5.424693,5Ery,0.3962241338875555
W37165,7.710259,3.7588427,3Ery,0.6140533341754524
W37166,6.178644,5.3160634,3Ery,0.5860196258429747
W37167,-7.472378,8.421759,13Baso,0.3094025009514529
W37168,7.114288,3.5745835,3Ery,0.6122060163192833
W37169,-6.7445517,10.850212,15Mo,0.5015271101899009
W37170,-7.545276,8.952161,15Mo,0.3780210586678728
W37171,6.3932133,4.827251,4Ery,0.58830371537946
W37172,-6.879145,8.869197,14Mo,0.3367544379901587
W37173,7.3821898,6.3260627,2Ery,0.6010011301993057
W37174,8.660876,5.1520276,2Ery,0.6129779855291937
W37175,-7.1271515,11.382786,16Neu,0.6227793534583279
W37176,-8.519381,7.3048363,13Baso,0.3875056500827524
W37177,-6.1944733,6.758928,14Mo,0.25618179725162693
W37178,3.8906043,5.2042093,5Ery,0.32265072949926804
W37179,-5.873295,9.976593,16Neu,0.37251842674435764
W37180,-5.3242707,8.665531,14Mo,0.28790013155293653
W37181,-5.836966,9.734493,16Neu,0.3681900589057736
W37182,-0.6053127,7.7088714,8Mk,0.09271535128293114
W37183,0.72024584,4.460789,7MEP,0.5078735923482396
W37184,-0.8551279,4.9993634,8Mk,0.48575712732921555
W37185,-5.4418716,7.886548,14Mo,0.2799415396141592
W37186,-5.3564014,6.426442,10GMP,0.20258203717795745
W37187,6.449598,5.333859,5Ery,0.5942482886523114
W37188,0.28956583,5.957987,10GMP,0.24434747289892128
W37190,6.5887856,4.927422,3Ery,0.5982061999788623
W37191,-6.5235276,6.917716,13Baso,0.2231700814999251
W37192,-5.3306155,8.484776,14Mo,0.2767618254495942
W37193,8.2206135,5.3818455,3Ery,0.6084252258344856
W37194,5.173145,6.838652,2Ery,0.521659717856097
W37195,6.524925,7.434907,2Ery,0.5739130166738414
W37196,-5.437897,10.021492,14Mo,0.3511256908816439
W37197,6.139706,6.685091,2Ery,0.581958665959687
W37198,2.7340338,5.560968,6Ery,0.20242482741674211
W37199,7.373189,5.4764376,4Ery,0.6029719764651956
W37200,-7.2963233,10.052396,15Mo,0.5235046045824643
W37201,-6.0596814,7.004704,13Baso,0.2756886326952364
W37202,3.3524787,6.0452704,6Ery,0.24104282189314075
W37203,-2.0313873,6.879191,12Baso,0.32033614150934236
W37204,-5.210641,10.727288,16Neu,0.41083307230847543
W37205,-6.6218886,9.018538,14Mo,0.3362122556698959
W37206,-6.0771976,10.174754,15Mo,0.38699641690616554
W37207,-8.837004,7.875757,13Baso,0.4088622485115502
W37208,7.598452,5.5430818,2Ery,0.6051423736256921
W37209,-4.5336843,8.452517,14Mo,0.23654263701800834
W37210,-4.2123218,8.2866125,14Mo,0.20309363079599035
W37211,-0.8931767,5.8258414,12Baso,0.4586808305417511
W37212,-2.0276394,6.4341364,10GMP,0.325667428101844
W37213,-0.4963055,4.79127,7MEP,0.5585514629887236
W37215,7.890666,5.8502955,2Ery,0.604287315626198
W37216,5.4297314,5.4455886,4Ery,0.5413067356399287
W37217,6.2713027,6.3047557,3Ery,0.5849781170827069
W37218,-5.4884934,10.51344,16Neu,0.3911615226372327
W37219,4.4088883,6.482135,5Ery,0.3288480935416894
W37220,5.980929,7.0456004,2Ery,0.5747311074142872
W37221,5.9227047,4.83552,3Ery,0.5805904411039725
W37223,6.899119,7.1175156,2Ery,0.5936519153254716
W37224,-5.0314746,8.822847,14Mo,0.28042199905773774
W37225,-7.7373986,8.485912,14Mo,0.3845022383491847
W37226,-0.6795571,7.29441,8Mk,0.15652505578700213
W37227,6.035834,6.599703,5Ery,0.5732048649540638
W37228,0.65288043,5.204069,7MEP,0.4099211265401361
W37229,-0.19688238,4.103758,7MEP,0.6832427407252895
W37230,-6.3548584,11.603846,16Neu,0.4905826512743031
W37231,6.431766,6.4346294,2Ery,0.5915392047263585
W37232,-6.865971,6.389393,13Baso,0.29923445730167847
W37233,6.83098,5.0235305,5Ery,0.5981400933587995
W37234,4.9842243,5.9303956,5Ery,0.511009074410304
W37235,-5.519839,9.71608,14Mo,0.35343243255926493
W37236,2.4900098,5.2430778,6Ery,0.21664252907008802
W37237,-5.254263,8.512966,14Mo,0.3040024838696109
W37238,-0.43966213,5.741053,7MEP,0.547367628447242
W37239,6.987594,6.8995824,2Ery,0.595692252661961
W37240,-4.3377447,6.7277946,13Baso,0.16949807026302358
W37241,7.547204,7.3172655,2Ery,0.5991611874624394
W37242,-4.2503104,7.975509,14Mo,0.18173483146123984
W37243,6.563139,6.8503156,2Ery,0.5869675474898893
W37244,-6.4139423,10.247545,15Mo,0.43693834948331256
W37245,4.850425,5.264993,3Ery,0.5058531159515726
W37246,5.70689,4.4458847,5Ery,0.5634459408348685
W37247,-0.67622995,5.9979315,10GMP,0.35826596345306755
W37248,3.092169,5.8205304,6Ery,0.23901245503936575
W37249,-3.3457744,7.5411263,15Mo,0.21191010815877706
W37250,9.482585,4.470681,1Ery,0.6222288699344438
W37251,6.9835443,3.9808624,4Ery,0.6051496825404818
W37252,-1.8727264,6.9172087,12Baso,0.32650521577395736
W37253,5.540585,6.151367,4Ery,0.49377022909162566
W37258,-8.554623,7.194008,13Baso,0.40186642318414895
W37259,6.8120894,3.335612,6Ery,0.6045052899571091
W37260,1.7545458,4.3745437,3Ery,0.22863753985175606
W37261,0.48894534,6.9811096,8Mk,0.14360300966201964
W37262,6.137447,3.0315146,6Ery,0.5852503584786868
W37264,5.954916,6.0954103,3Ery,0.5204914794841956
W37265,8.011465,3.8842356,3Ery,0.6194007345521536
W37266,8.189034,3.310589,4Ery,0.6310298727579123
W37267,-8.040725,10.480334,16Neu,0.48575712732921555
W37268,-0.14042614,5.0255513,7MEP,0.616165396967629
W37269,8.336133,3.9460406,3Ery,0.6221540993144571
W37270,-8.612205,10.330478,15Mo,0.48575712732921555
W37273,-4.528763,5.729911,10GMP,0.15224971414771313
W37274,-3.466568,7.087683,12Baso,0.12100112211820484
W37275,8.593374,3.3777957,3Ery,0.48575712732921555
W37276,7.978645,3.3240776,3Ery,0.6253548955198981
W37277,-9.020187,7.9026427,14Mo,0.4216775139367084
W37278,-3.584065,6.5622506,9GMP,0.08091625859817259
W37279,-2.902942,7.411344,12Baso,0.14424843374618432
W37280,-7.7030935,10.385229,15Mo,0.613536436676632
W37281,-8.561303,10.418258,15Mo,0.48575712732921555
W37282,8.4598255,4.5016966,2Ery,0.6172308465574404
W37283,-5.8262157,7.788393,14Mo,0.29559232424230286
W37284,6.9037967,5.6192064,4Ery,0.6017265223441123
W37285,8.319058,3.2495878,3Ery,0.6271583733675388
W37286,-7.814001,7.0003414,14Mo,0.3719640151826193
W37288,-7.4154744,7.292335,14Mo,0.3549106499265178
W37289,-0.8835433,7.9014435,8Mk,0.0
W37290,-6.8950715,11.417749,16Neu,0.5183631783324879
W37291,-1.8006912,5.740399,10GMP,0.39685439268469097
W37292,8.131497,5.8024445,2Ery,0.6076452386846098
W37293,7.745733,6.207087,2Ery,0.6049529411081005
W37294,7.3056755,3.2157478,3Ery,0.6208276983350557
W37295,1.04982,5.5294986,9GMP,0.3570505074310407
W37296,-8.603357,10.304449,15Mo,0.48575712732921555
W37297,-7.3040814,6.912628,14Mo,0.354685470816291
W37298,5.47482,5.4202995,5Ery,0.5480584078496439
W37300,-5.0774026,8.0426235,14Mo,0.22434032027018871
W37301,8.112929,5.288348,2Ery,0.6106534376238153
W37302,-8.0243635,7.000031,13Baso,0.37833192822408995
W37303,-8.55839,7.5512915,14Mo,0.4122000578651193
W37304,-8.559879,7.1222777,14Mo,0.4016121779771193
W37305,-7.4049993,8.508925,14Mo,0.3718076324189723
W37306,8.79576,4.1370997,2Ery,0.626095423463609
W37307,7.968997,6.256938,2Ery,0.6056706002848692
W37308,-5.2701592,7.3873725,13Baso,0.2653427792665082
W37309,1.7018158,5.054288,6Ery,0.2588880057610249
W37310,-0.9083194,4.686457,7MEP,0.48575712732921555
W37311,0.022367202,5.0589585,7MEP,0.57768136123517
W37312,-6.700284,6.840985,13Baso,0.28643063810250485
W37313,6.695456,3.540912,3Ery,0.6075995868615507
W37314,3.5768836,4.877995,3Ery,0.2202090913986848
W37315,-5.6456633,7.634022,14Mo,0.2791915040761945
W37317,1.4531581,4.503751,2Ery,0.2905394997467942
W37318,7.8272142,7.0477552,2Ery,0.6012494155400646
W37319,-1.2940383,7.28103,8Mk,0.046705612415615085
W37320,0.5381653,5.1607323,7MEP,0.5819762215880395
W37322,-6.4849215,11.529593,16Neu,0.4794113061342915
W37323,4.817598,5.2795844,5Ery,0.45588279481515803
W37324,-7.5335674,7.5210185,14Mo,0.36550444341908755
W37325,5.1824255,5.7691183,2Ery,0.5321353512133823
W37326,-5.8417716,8.89875,14Mo,0.3227078796973219
W37327,-0.4534925,7.5781913,8Mk,0.07186083916531567
W37328,0.66254073,5.9924874,7MEP,0.38735815005231733
W37329,-2.6866038,3.8140955,19Lymph,0.48575712732921555
W37330,-7.446385,9.374887,14Mo,0.45666712087679967
W37331,-0.5474825,4.8275614,12Baso,0.591129475646726
W37332,-6.186865,6.5458484,13Baso,0.279150959095558
W37334,0.23905389,6.7903314,12Baso,0.08715357974724806
W37335,-7.1361613,6.6532784,13Baso,0.33360283657914724
W37336,7.81533,2.9296024,4Ery,0.6309224060032841
W37337,-8.574871,8.565479,14Mo,0.46285974982035827
W37338,9.174376,3.994868,2Ery,0.6251369325048736
W37339,6.3638115,5.5086207,5Ery,0.5878562482239665
W37340,-4.7991676,2.5897236,11DC,0.48575712732921555
W37341,-7.6617947,10.936596,16Neu,0.6901666517856925
W37342,8.281409,3.0556042,3Ery,0.48575712732921555
W37343,-4.896909,2.5119476,11DC,0.48575712732921555
W37344,7.637436,3.9872916,3Ery,0.6167584573058839
W37345,8.42415,3.8077197,4Ery,0.6216574787955372
W37346,9.109431,4.173103,3Ery,0.623847500765458
W37347,2.3271272,4.775421,6Ery,0.20229579706178963
W37348,-8.4746,9.730914,15Mo,0.6662336669393216
W37349,-1.7556982,6.513358,17Neu,0.35640646899394784
W37350,-6.196678,8.017451,14Mo,0.31673504388938983
W37353,8.265685,4.0571184,4Ery,0.6191912315422854
W37354,-4.93917,5.6651306,9GMP,0.18025752410005547
W37355,0.27252144,5.377986,7MEP,0.5864045500110673
W37356,-0.1792005,4.3666153,7MEP,0.48575712732921555
W37357,-8.409734,9.497157,14Mo,0.5555333018024327
W37358,-6.5013294,6.4420652,13Baso,0.29149650435373825
W37361,6.7789783,3.558134,4Ery,0.6037992606367747
W37362,-2.664965,5.864669,13Baso,0.2620140120617327
W37363,-7.4420886,7.2352476,14Mo,0.3588870688463036
W37364,6.7274365,5.195734,3Ery,0.5986135602405057
W37365,7.918083,6.983795,2Ery,0.6018379881378242
W37366,7.822709,2.6917224,3Ery,0.48575712732921555
W37367,-8.08659,7.736306,14Mo,0.38135570079885117
W37369,5.5782375,3.4554465,6Ery,0.5416164407081223
W37371,7.1529574,6.6652102,2Ery,0.5972393889577066
W37372,-5.764362,6.330784,10GMP,0.24567158559887375
W37373,-6.0997868,7.031361,13Baso,0.30454368324592507
W37374,4.3274293,4.693126,5Ery,0.4018296682340917
W37375,0.7465358,4.576091,7MEP,0.48459937887945015
W37376,-7.7280736,7.1123476,13Baso,0.3621571915619452
W37377,7.9433947,5.879124,3Ery,0.6081893089930768
W37378,7.9469223,6.072407,2Ery,0.604581901468311
W37379,-6.184121,7.8196254,14Mo,0.3097157089497914
W37380,7.5214167,5.3761044,3Ery,0.6053219632231893
W37381,6.719037,6.401728,2Ery,0.59186700334969
W37382,-0.46828836,4.346892,10GMP,0.5197065984434175
W37384,-9.004553,7.5051928,13Baso,0.40798959577891875
W37385,-8.291619,7.318504,14Mo,0.402420735918366
W37386,6.7753544,4.610242,4Ery,0.6046944287035585
W37387,4.8093934,5.95936,5Ery,0.48479276288259016
W37388,-2.761388,7.8655634,18Eos,0.19156357549213987
W37389,4.943076,6.505018,2Ery,0.4618097771693776
W37390,-6.941669,9.993802,14Mo,0.4567444780576683
W37391,8.270228,3.0937018,3Ery,0.48575712732921555
W37392,-5.3368545,6.643661,13Baso,0.2167851799383493
W37393,5.4618316,4.687091,5Ery,0.561064314864168
W37394,-2.5797389,7.490351,12Baso,0.11848539702779479
W37395,3.1751459,5.5809116,5Ery,0.22993740233538912
W37396,7.444522,5.159362,2Ery,0.6071759894744787
W37397,-0.8689811,4.6417956,7MEP,0.6280748274462926
W37398,2.5463517,5.0715585,5Ery,0.2174699599797383
W37399,-6.720363,10.959617,16Neu,0.4712811580855736
W37401,-8.823652,9.674295,15Mo,0.6697800764187691
W37402,-3.0038574,8.132131,14Mo,0.16919229753762763
W37403,6.710558,5.4270716,5Ery,0.5854561543478602
W37405,-7.636264,9.955704,16Neu,0.539366237579069
W37406,7.0944467,5.9883647,2Ery,0.6005443890051042
W37407,8.407107,6.160387,2Ery,0.6085049543286066
W37409,4.6731586,4.2461324,6Ery,0.47836097517930415
W37410,7.6742625,6.2331,2Ery,0.6041336840005368
W37411,6.913881,5.47303,5Ery,0.6011707775416857
W37412,-5.4667435,7.2407413,14Mo,0.26171504557846903
W37413,8.592837,5.0992246,2Ery,0.6132092672283871
W37414,6.8210907,2.693111,3Ery,0.6183804053013308
W37415,6.4497128,3.8327549,5Ery,0.6012417828519797
W37417,-8.066237,10.658009,16Neu,0.48575712732921555
W37418,-5.6720304,5.759982,10GMP,0.16465019587892568
W37419,-5.645615,8.029293,14Mo,0.29814299205036787
W37420,8.347654,6.877011,1Ery,0.605153200013859
W37421,7.5099006,6.8888392,2Ery,0.6004298585218754
W37422,8.851448,3.617967,3Ery,0.48575712732921555
W37424,-6.8816786,10.728947,15Mo,0.525642252475999
W37425,0.34241414,6.051909,7MEP,0.2574013900183038
W37426,6.0859723,5.467032,4Ery,0.575710049185681
W37427,-0.37048155,5.0613956,7MEP,0.48575712732921555
W37428,4.630674,5.1748304,5Ery,0.39371673393627227
W37429,6.1042895,5.4617057,2Ery,0.5832316134346838
W37430,-6.392833,6.0953846,13Baso,0.2536013349027801
W37431,-8.219997,8.342389,14Mo,0.4222078951719817
W37432,-7.923467,8.0373955,15Mo,0.4020150174692918
W37433,8.387011,4.780604,2Ery,0.6151004099444157
W37434,-6.354806,9.010142,14Mo,0.2862172315925239
W37435,4.1378384,4.2733746,6Ery,0.3995126204227907
W37436,-4.950799,6.6739554,12Baso,0.13846903947149317
W37437,8.02009,5.047433,2Ery,0.6117364583419729
W37439,-2.8848956,3.6525707,19Lymph,0.48575712732921555
W37442,3.526246,4.0961795,6Ery,0.2397420817237803
W37443,-8.949053,8.339089,14Mo,0.4379219276782623
W37446,1.5513467,5.3143096,6Ery,0.29261037814553625
W37449,-1.6230447,6.2130475,17Neu,0.3850690193103618
W37450,4.913923,4.1222467,6Ery,0.5075875171347827
W37451,-0.19657856,4.0808845,6Ery,0.5262982190380759
W37452,-2.4055593,5.888074,9GMP,0.26529565489958173
W37453,7.392626,3.645587,3Ery,0.6168368337613804
W37454,-7.8543367,8.082126,14Mo,0.3790176447977634
W37455,4.976217,3.2588813,6Ery,0.4741783711808706
W37456,-8.881872,9.203193,15Mo,0.5478778376352545
W37457,-7.2990847,9.3916855,15Mo,0.49361011307320307
W37458,-7.928115,6.977039,13Baso,0.36945168368420983
W37459,8.026313,4.692301,3Ery,0.6146970821763297
W37460,-5.756034,10.978703,16Neu,0.41936102926481594
W37461,-0.1701754,4.421459,7MEP,0.5171691556525835
W37462,8.265381,2.6446774,3Ery,0.48575712732921555
W37463,-8.702275,8.293581,13Baso,0.434491724455225
W37465,8.539214,4.4153786,3Ery,0.6210102220583776
W37466,-6.5123005,7.906923,14Mo,0.3126589275290277
W37467,-8.055156,7.171239,14Mo,0.38607632663778113
W37468,-0.45027938,7.5511475,8Mk,0.09460056444912586
W37469,-6.2460537,11.262261,16Neu,0.4732606304638198
W37470,-6.569506,9.585972,14Mo,0.2600021494964633
W37471,-2.236967,7.373305,17Neu,0.2757502385069736
W37473,8.918461,4.1109695,3Ery,0.6268631027363453
W37474,4.6385818,5.567193,5Ery,0.40419361727526976
W37475,-3.4129717,6.552751,10GMP,0.14937755438266312
W37476,-6.751204,11.1690855,16Neu,0.4996246595300367
W37477,6.357242,5.6908746,2Ery,0.5860808157297647
W37478,-4.658768,8.421848,14Mo,0.23706041693993932
W37479,3.0783463,4.9033184,6Ery,0.1880289732954887
W37480,-8.178316,7.387079,14Mo,0.38556525896530847
W37481,-8.866838,7.422647,13Baso,0.41340802125917436
W37482,4.9833617,4.94753,5Ery,0.47275578246990063
W37483,-1.4820083,7.51902,10GMP,0.10061886730515247
W37484,-0.021592582,4.2321105,7MEP,0.48575712732921555
W37485,5.7525125,6.8712063,2Ery,0.5583004681548557
W37486,6.327117,6.478403,2Ery,0.5886600659145509
W37487,8.031146,6.025667,2Ery,0.6064492569873974
W37488,-8.543102,8.739581,14Mo,0.5033236952262186
W37489,1.7008473,5.131836,7MEP,0.2400431356107949
W37490,-0.579384,7.4501314,8Mk,0.11520470043076918
W37491,-6.0706773,7.8189015,14Mo,0.32268393944133
W37492,6.578176,7.168676,2Ery,0.5828792972352179
W37493,6.669631,6.4084177,2Ery,0.5877241386685698
W37494,-5.071054,7.4848237,14Mo,0.2390573594742093
W37496,-7.459883,6.8883033,13Baso,0.327362832942254
W37497,0.50948596,6.712285,7MEP,0.13814225587248488
W37498,8.910819,3.660163,4Ery,0.48575712732921555
W37499,-7.122164,7.688725,13Baso,0.3352092630627466
W37500,-4.5980296,8.191676,13Baso,0.2581969148068682
W37501,4.134354,5.586582,5Ery,0.2586025639545654
W37502,7.180246,6.6789594,2Ery,0.5880178635843496
W37503,-1.4638499,5.365195,18Eos,0.5109214708129592
W37504,-7.812719,9.965539,15Mo,0.5971193996691481
W37505,5.8339515,3.8610158,5Ery,0.5627080222565422
W37506,0.054015663,4.207047,7MEP,0.5150841471319936
W37507,7.377571,7.1814365,2Ery,0.5979547744963698
W37508,-7.4983406,7.109589,13Baso,0.374037961470957
W37509,-5.6598525,8.5793,14Mo,0.31394655564430496
W37510,1.5353354,4.9925795,6Ery,0.31501051218896886
W37511,5.090275,4.378488,5Ery,0.5300106921467469
W37512,6.6729712,4.377253,4Ery,0.6048817427194919
W37514,-6.41401,6.5927525,13Baso,0.3016318385494374
W37515,0.5460621,5.4291744,7MEP,0.40911588209828986
W37516,3.346682,5.526957,5Ery,0.23769278583591313
W37517,5.6447988,5.4823256,5Ery,0.5635208524907045
W37518,-3.2354486,6.182421,10GMP,0.1675058946858167
W37519,-7.3163824,10.771365,16Neu,0.5725311304501488
W37520,7.8869224,4.1035504,2Ery,0.6198156963534855
W37521,-7.5964785,9.467272,14Mo,0.4462663504168675
W37522,7.7893405,3.773153,3Ery,0.6194002817278628
W37523,7.039451,5.332884,2Ery,0.5999660612639783
W37524,-5.4272532,6.227995,10GMP,0.20812682203305624
W37525,-6.9025097,11.157858,16Neu,0.5272932837319592
W37526,-0.19693854,6.137868,8Mk,0.33627231445407346
W37527,3.241121,4.5877223,6Ery,0.2422722072826692
W37528,-8.264877,9.031892,15Mo,0.5139204233885464
W37529,5.7460256,4.2259583,5Ery,0.569712262751923
W37530,-4.4902296,7.1846666,10GMP,0.1702953361996597
W37531,0.5262484,4.534107,7MEP,0.5438357246283532
W37532,-6.9283295,7.266699,14Mo,0.352749206961711
W37533,-2.53882,3.869072,19Lymph,0.48575712732921555
W37534,8.258481,4.4378505,2Ery,0.6177780444769605
W37535,-7.397457,10.514472,15Mo,0.5891195964223976
W37537,8.109041,4.227964,3Ery,0.6188984714356898
W37538,3.8087914,4.756952,6Ery,0.31398347965283757
W37539,9.015554,5.7801685,1Ery,0.6125880303610622
W37540,8.608612,4.175675,2Ery,0.6242915491471533
W37541,8.911852,4.000248,3Ery,0.6269618514519255
W37542,8.097125,3.4346647,4Ery,0.6254311581957178
W37545,4.2497463,4.0789037,6Ery,0.4000905584908138
W37546,-6.8243155,6.5350018,13Baso,0.3123329495828824
W37548,7.416398,3.8891096,3Ery,0.6171999623407981
W37549,5.4094787,4.1671734,5Ery,0.540057598717311
W37551,-3.2353067,8.306231,14Mo,0.2766630445548517
W37552,-8.389687,8.428458,13Baso,0.4750463683172585
W37553,-6.880724,6.8912597,13Baso,0.3026855884657633
W37554,7.8885384,3.6739087,3Ery,0.6213709796148006
W37555,6.379622,4.2249312,4Ery,0.5926218079654687
W37557,0.25622076,4.885032,7MEP,0.568459232237353
W37558,-3.2266166,6.3999586,10GMP,0.16619073500242418
W37559,-5.116111,2.7392,11DC,0.48575712732921555
W37561,8.197431,3.9500933,3Ery,0.6202554005248019
W37562,-6.018018,7.9392557,13Baso,0.23206364929275783
W37563,7.056777,5.938661,2Ery,0.5987113482771074
W37564,-5.1999364,6.972656,13Baso,0.24191264859352474
W37565,7.9268126,4.379345,2Ery,0.6144361330002857
W37566,7.194919,3.7534196,4Ery,0.61340432516439
W37567,-3.1800163,5.8313084,10GMP,0.20959121964915112
W37568,-7.632116,10.8890915,16Neu,0.6441260294792326
W37569,-4.2602744,8.227399,14Mo,0.19942447262547358
W37570,-7.2444553,10.912184,16Neu,0.535166426446099
W37572,-2.256964,6.6736274,10GMP,0.18044925873483267
W37573,6.0250688,6.126628,2Ery,0.5671599876030138
W37574,8.123148,6.19002,2Ery,0.6065035539603728
W37575,3.291411,4.517032,6Ery,0.2563631247881622
W37577,8.55913,3.448222,3Ery,0.48575712732921555
W37578,-8.067598,7.9509068,14Mo,0.38655081846102923
W37579,-4.776308,8.391494,14Mo,0.2139397753556017
W37580,-6.0120316,10.429186,15Mo,0.41673484695078883
W37581,-5.281527,6.7283673,10GMP,0.17580667854651674
W37582,-5.380014,7.837181,13Baso,0.2939072264421731
W37583,6.830379,3.8902187,3Ery,0.6049542890335657
W37584,0.69439805,5.569707,7MEP,0.4234349202458236
W37585,-8.242566,7.201691,13Baso,0.3887036875813535
W37586,7.7306995,7.0981483,2Ery,0.6018301686878554
W37587,-7.3736415,7.8428965,14Mo,0.3236901333406726
W37588,-7.1308923,7.3796005,14Mo,0.36493997627366137
W37589,-6.649234,8.136887,15Mo,0.34600628088155394
W37591,7.409407,4.5831122,4Ery,0.6099001598394468
W37593,-7.740437,10.209911,15Mo,0.6232748012145289
W37594,-7.180301,7.0756574,14Mo,0.361860857076197
W37595,-2.4623048,5.6612115,10GMP,0.33025304314648424
W37596,-4.0201154,6.967408,13Baso,0.14328274733229512
W37597,-7.0764174,10.460929,16Neu,0.4909989996399995
W37599,-0.42341512,7.305499,8Mk,0.1129767540351016
W37601,-7.1952567,7.0049634,13Baso,0.34811639665199956
W37602,5.082047,4.4292083,5Ery,0.5117846046038791
W37603,3.39263,5.41169,6Ery,0.23658223259796263
W37604,-6.078179,7.624339,14Mo,0.303603887797564
W37605,6.36181,5.835831,2Ery,0.5904524799253763
W37606,3.9819183,4.228083,6Ery,0.301216391036941
W37607,7.406588,2.7039633,3Ery,0.6288243210368595
W37608,-3.6145034,7.3586645,14Mo,0.19692241242624203
W37609,3.3106418,4.9155307,7MEP,0.2588794614503268
W37610,-0.04263604,4.9030275,7MEP,0.48575712732921555
W37611,-7.1155906,7.4648814,14Mo,0.34842169870153084
W37612,4.1256704,6.107703,5Ery,0.3433517440079365
W37613,-6.563961,7.091269,13Baso,0.32933468462852694
W37614,6.9064374,6.2070975,2Ery,0.5940663389838972
W37615,-6.5501795,10.73801,16Neu,0.4788388543471891
W37617,1.2712448,5.349384,12Baso,0.2858236719250706
W37618,-7.476824,8.982482,14Mo,0.3786599863822329
W37619,-0.5007263,6.7546754,8Mk,0.21447436888015467
W37620,6.637358,4.695318,4Ery,0.6003807670257962
W37621,7.6318665,3.1595757,3Ery,0.6269468729108738
W37622,7.8204947,3.8342862,2Ery,0.6202764449184122
W37624,-8.20639,7.5511775,14Mo,0.38851157844244066
W37625,-1.9637936,5.6745276,7MEP,0.3337388979085724
W37626,-2.750095,4.061339,19Lymph,0.48575712732921555
W37627,-1.107103,7.4515133,7MEP,0.0483632966783263
W37628,-1.9653655,6.406916,10GMP,0.29051502287871184
W37629,-5.5582995,7.253644,13Baso,0.2674958146604556
W37630,8.169118,6.5186124,2Ery,0.6059985506333263
W37631,8.265395,6.138288,2Ery,0.6076044011589814
W37633,8.379157,4.114784,3Ery,0.6229875192315557
W37634,7.5564895,3.187071,3Ery,0.6256570424004867
W37635,3.3374946,5.6570473,6Ery,0.2482539919165383
W37642,-0.120996974,5.3323956,7MEP,0.5751222040338105
W37644,-0.8201454,6.604297,8Mk,0.21171883113773413
W37650,1.2896528,4.2820387,2Ery,0.2962702971515949
W37651,9.38072,5.894486,1Ery,0.6113613050252927
W37653,-3.370893,6.5052223,9GMP,0.1409299560947733
W37654,-9.065881,7.6011934,13Baso,0.4178697967470919
W37657,-4.6038504,8.930645,15Mo,0.25384522444383917
W37658,3.2164915,4.7783613,6Ery,0.18876975883596048
W37660,-8.252759,8.028722,13Baso,0.36594816462014707
W37661,8.795059,4.572333,3Ery,0.6138191653004372
W37663,-7.7326527,11.387543,16Neu,0.48575712732921555
W37664,-7.712973,7.6306977,14Mo,0.3662800268187796
W37665,5.8027134,5.6979556,5Ery,0.5573832914731317
W37666,0.17643489,4.9032435,7MEP,0.6267034695899442
W37667,-6.9504466,8.147016,13Baso,0.3493834100343259
W37668,6.2614503,3.8943343,4Ery,0.5878211878605909
W37669,-6.836058,8.274824,13Baso,0.33831573423220235
W37670,8.437878,4.554201,2Ery,0.6138184530629658
W37673,-6.270795,9.804707,15Mo,0.4125214799170544
W37674,-1.31274,4.8471646,7MEP,0.5849768744066396
W37675,8.700572,5.1336207,3Ery,0.6121689922075122
W37676,-4.3586464,6.287047,10GMP,0.12455397480561987
W37680,-8.097527,7.3742595,13Baso,0.36381804796382056
W37682,7.5363507,4.4363713,3Ery,0.6091177049851443
W37683,9.273425,5.67826,1Ery,0.6126030002378868
W37684,-7.027755,8.439275,13Baso,0.2909107931812378
W37685,-5.3292594,6.9440274,13Baso,0.2240152204774138
W37686,1.05483,5.4571967,7MEP,0.3558528960673345
